KO_Hierarchy	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	KEGG_Description
TIGR00231	0.0108982529685974	0.0103642610901447	0.0108444717532522	0.0100649247861958	0.0100906705336232	0.00989082349565397	0.0104344070412489	0.0101849371432212	0.0103401065177589	0.00906873184139431	0.0100503363122691	0.010313419138641	0.0105459815884236	0.0102257914550327	0.0108334917736294	0.0109482367856819	0.0106808190225151	0.0106056677562121	0.0104260085200357	0.0101540655043329	0.0105288614179774	0.0106089458313509	0.0102142190995609	0.0106272492953096	small GTP-binding protein domain
TIGR02937	0.00993425757770012	0.00969988186359655	0.0103540505742225	0.00914030425247039	0.00971684353560792	0.00948009122918601	0.00976052148365354	0.00902304317073534	0.0100527683976037	0.00681257033511556	0.00976175597283135	0.00966329070191062	0.00997972057636854	0.00980803090715081	0.0100577289623073	0.00996792875704466	0.0101631304374279	0.00889284044054499	0.00942840907486733	0.00997357031736154	0.00974872650906088	0.010160573214054	0.00938043063540881	0.0101787872985302	RNA polymerase sigma factor, sigma-70 family
TIGR00797	0.00914987901528455	0.00888434956687108	0.00932977597704106	0.00868744453565082	0.00939322302707467	0.00947439557651773	0.00844589281909963	0.00866494781195077	0.00921594942555944	0.00500933671406803	0.0088936507372871	0.00900345303261096	0.00958260502199282	0.00893298454864455	0.0088374873760612	0.00889625603858392	0.00942980038491325	0.00777289944093309	0.00833632275261605	0.00932710331079743	0.00876417559025785	0.00920992202451796	0.00884385989242323	0.00950034846660263	MATE efflux family protein
TIGR01494	0.00720699633993668	0.00477930859158646	0.0067802563031725	0.00527029508393486	0.00535071066342369	0.00491134312568255	0.00610523266792804	0.0044626880480894	0.00565316139447293	0.00549431075668583	0.00534522453362698	0.00562345943466264	0.00629763281721515	0.00525015406074342	0.00587428694272543	0.00604695836905069	0.00614841114723454	0.00531404819764957	0.00573617638557227	0.00506152621769498	0.00533103778909686	0.00605907361123641	0.0054443933801497	0.00623854725791621	HAD ATPase, P-type, family IC
TIGR01764	0.00466635935912814	0.00534335430770763	0.00449892149982261	0.00586157719206219	0.00632104662286182	0.00622857427229119	0.00482411363915777	0.00662268607930067	0.00481627805474056	0.00250339619436484	0.00469551057594727	0.00556575657894528	0.00533256096309166	0.00630849625159653	0.00461070085548143	0.00537285607712888	0.00553310066984028	0.00508065310065513	0.00564495613866598	0.00630442463283527	0.005395861253163	0.0052254924050952	0.0054778761349169	0.00515266094661837	DNA binding domain, excisionase family
TIGR01730	0.00411783675818356	0.00644726573735121	0.00339737912315666	0.00677112387767096	0.00564681626662869	0.00672765531320992	0.00488800444597231	0.0073608106953837	0.00483355748459992	0.00572578845482929	0.00484340182312535	0.00484218052435593	0.00415570051653547	0.00627007889816163	0.00417215952791778	0.00496819254936997	0.00522235206660462	0.00540257767343874	0.00640123065908043	0.00677974770276925	0.00513315194553155	0.00473035068223701	0.00556292777431798	0.00381473492394366	efflux transporter, RND family, MFP subunit
TIGR01509	0.00447559248087092	0.00513307618104518	0.0049956449754613	0.00480878465555455	0.00495658092866958	0.00468491146381297	0.00465939562401562	0.00482767363553092	0.00496850358256062	0.00440290436467348	0.0051413721267708	0.00478844622577707	0.00522480263268192	0.00482034006057005	0.00504348981863737	0.00484506640735847	0.00487897501919101	0.00473545909857449	0.00461644116492634	0.00495678897581232	0.00509600496330652	0.00466585920639155	0.00510938521376187	0.00496188298694216	HAD hydrolase, family IA, variant 3
TIGR04057	0.00259954187529465	0.00664370800792936	0.00204553984555053	0.00540142107989054	0.00519971385277793	0.00610667146451988	0.00368442504581199	0.00693232387387503	0.00430901885845343	0.00198861388250531	0.00429005822102559	0.0039832250095054	0.0032888469485169	0.00578683957469841	0.00333501591626357	0.00373237023245475	0.0043409461044231	0.00476911981013093	0.00526753364649051	0.00614436916627502	0.00481860631272955	0.00379035258075869	0.00439994311127461	0.0028763791245484	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
TIGR04056	0.00259690942238564	0.00664370800792936	0.00204553984555053	0.00540142107989054	0.00519971385277793	0.00610667146451988	0.00368442504581199	0.00693232387387503	0.00430901885845343	0.00198861388250531	0.00428988281540166	0.0039832250095054	0.0032888469485169	0.00578683957469841	0.00333501591626357	0.00373237023245475	0.0043409461044231	0.00476911981013093	0.00526753364649051	0.00614436916627502	0.00481860631272955	0.00379035258075869	0.00439994311127461	0.0028763791245484	TonB-linked outer membrane protein, SusC/RagA family
TIGR00254	0.00601212757624283	0.0023555144760157	0.00687312319027882	0.00268616070079578	0.0033468181418715	0.00283742344002397	0.00489431932095986	0.00132556141017116	0.00523940564162094	0.00313075435383382	0.00485976391030469	0.00452441282345264	0.00533111125184623	0.0031685602440263	0.00535565905187859	0.00453605614597443	0.00469481356120277	0.00310125134265637	0.00246205601956733	0.0031181995887121	0.00397156333047216	0.00514172039445905	0.00380448091086928	0.00612217875881807	diguanylate cyclase (GGDEF) domain
